       id        heduc   heblack   mixed     years   div  
    3301   12-15 years        No      No    37.517    No  
    3304   12-15 years        No      No    12.183    No  
    3305   12-15 years        No      No     3.984    No  
    3308   12-15 years        No      No    43.874    No  
    3311    < 12 years        No      No    67.255    No  
    3316   12-15 years        No      No    15.718    No  
    3322    < 12 years        No      No    20.843    No  
    3329   12-15 years        No      No     9.873    No  
    3335   12-15 years        No      No    33.415    No  
    3338   12-15 years        No      No    19.997    No  
    3342    < 12 years        No      No    28.999    No  
    3345    < 12 years        No      No    41.251    No  
    3347   12-15 years        No      No    38.943    No  
    3363    < 12 years        No      No      .079    No  
    3370    < 12 years       Yes      No    31.179    No  
    3386   12-15 years        No      No    45.547    No  
    3387   12-15 years        No      No   33.5795   Yes  
    3391   12-15 years        No      No    17.016    No  
    3397   12-15 years        No      No     8.227    No  
    3398     16+ years        No      No    17.016    No  
    3400     16+ years        No      No   11.9505   Yes  
    3402   12-15 years        No      No    55.669    No  
    3430    < 12 years        No      No    40.452    No  
    3435   12-15 years        No      No    12.668   Yes  
    3437    < 12 years        No      No     2.075    No  
    3441   12-15 years        No      No    6.9265   Yes  
    3447   12-15 years        No      No    16.293   Yes  
    3450    < 12 years        No      No    33.665    No  
    3453   12-15 years        No      No    37.895    No  
    3455     16+ years        No      No    18.943    No  
    3464    < 12 years        No      No    30.998    No  
    3467    < 12 years        No      No    30.998    No  
    3470     16+ years        No      No    6.4835   Yes  
    3471     16+ years        No      No     7.244    No  
    3473    < 12 years        No      No    31.061    No  
    3476    < 12 years        No      No    32.832    No  
    3480   12-15 years        No      No    11.168   Yes  
    3482    < 12 years        No      No     5.665    No  
    3485    < 12 years        No      No    59.384    No  
    3487   12-15 years        No      No    24.726    No  
    3490   12-15 years        No      No    24.726    No  
    3492    < 12 years        No      No    15.039   Yes  
    3493   12-15 years        No      No   16.7475   Yes  
    3495   12-15 years        No      No    3.4605   Yes  
    3508   12-15 years        No      No     2.505    No  
    3509     16+ years        No      No    24.876    No  
    3511   12-15 years       Yes      No     5.796    No  
    3517   12-15 years        No      No     6.672    No  
    3522     16+ years        No      No     7.647    No  
    3525     16+ years       Yes      No    28.999    No  
    3527   12-15 years        No      No    40.868    No  
    3530   12-15 years        No      No    39.918    No  
    3536     16+ years        No      No    18.902    No  
    3540   12-15 years        No      No     7.915   Yes  
    3548    < 12 years        No      No     7.452    No  
    3551     16+ years        No      No     28.78    No  
    3556     16+ years        No      No     3.581   Yes  
    3558     16+ years        No      No     9.029    No  
    3562     16+ years        No      No    20.022    No  
    3567     16+ years        No      No    12.142    No  
    3570     16+ years        No      No    29.914    No  
    3573    < 12 years        No      No    48.862    No  
    3577   12-15 years        No      No    22.376    No  
    3580    < 12 years        No      No    44.824    No  
    3583    < 12 years        No      No    46.086    No  
    3586    < 12 years        No      No    37.752    No  
    3589     16+ years        No      No    15.765    No  
    3592    < 12 years        No      No     8.835   Yes  
    3594     16+ years        No      No   34.3685   Yes  
    3597    < 12 years        No      No    5.9605   Yes  
    3602     16+ years        No      No    23.496    No  
    3604    < 12 years       Yes      No     48.32    No  
    3609     16+ years        No      No    19.833    No  
    3616   12-15 years        No      No     3.833   Yes  
    3621   12-15 years        No      No     3.732    No  
    3623    < 12 years        No      No    15.012    No  
    3624    < 12 years        No      No    13.834   Yes  
    3627    < 12 years       Yes      No    44.339    No  
    3638   12-15 years        No      No    7.3755   Yes  
    3646    < 12 years        No      No    73.068    No  
    3648    < 12 years       Yes      No   28.1245   Yes  
    3650    < 12 years        No      No   28.0875   Yes  
    3653    < 12 years        No      No    41.689    No  
    3655    < 12 years        No      No     2.001    No  
    3658    < 12 years        No      No     2.001    No  
    3662    < 12 years        No      No     6.267    No  
    3668    < 12 years        No      No    5.1965   Yes  
    3683   12-15 years        No      No    19.997    No  
    3685     16+ years        No      No    42.461    No  
    3688   12-15 years        No      No     46.04    No  
    3694    < 12 years        No      No      2.04    No  
    3700   12-15 years        No      No   14.3735   Yes  
    3703    < 12 years        No      No    51.852    No  
    3714   12-15 years        No      No     8.652   Yes  
    3716    < 12 years        No      No   30.7255   Yes  
    3719   12-15 years        No      No    35.619    No  
    3725   12-15 years        No      No    23.754    No  
    3728     16+ years        No      No        28    No  
    3730   12-15 years        No      No    1.9135   Yes  
    3734    < 12 years        No      No    1.4345   Yes  
    3736    < 12 years        No      No    46.004    No  
    3741   12-15 years        No      No    10.579   Yes  
    3744    < 12 years        No      No    9.1635   Yes  
    3747    < 12 years        No      No    47.833    No  
    3751    < 12 years        No      No        12    No  
    3754   12-15 years        No      No     9.665   Yes  
    3757    < 12 years        No      No    38.103    No  
    3760    < 12 years        No      No        12    No  
    3763   12-15 years        No      No    37.418    No  
    3767     16+ years        No      No    23.951    No  
    3768     16+ years        No      No    23.951    No  
    3771    < 12 years        No      No        36    No  
    3774   12-15 years        No      No    44.999    No  
    3776   12-15 years        No      No    33.793    No  
    3778   12-15 years        No      No     1.722   Yes  
    3784    < 12 years        No      No    2.9075   Yes  
    3790    < 12 years        No      No    15.001    No  
    3792   12-15 years        No      No     4.082   Yes  
    3794   12-15 years        No      No    50.379   Yes  
    3796    < 12 years        No      No   20.7475   Yes  
    3798   12-15 years        No      No    25.405    No  
    3802    < 12 years        No      No    1.7465   Yes  
    3803   12-15 years        No      No    25.405    No  
    3805   12-15 years        No      No     47.08    No  
    3808   12-15 years        No      No    45.626    No  
    3816    < 12 years        No      No      8.14    No  
    3827   12-15 years        No      No     9.818    No  
    3831     16+ years        No      No    23.655   Yes  
    3834   12-15 years        No      No     4.208   Yes  
    3836    < 12 years        No      No   13.8345   Yes  
    3844   12-15 years        No      No     4.586   Yes  
    3850    < 12 years        No      No     6.675   Yes  
    3853   12-15 years       Yes      No     40.95    No  
    3857   12-15 years       Yes      No     1.492    No  
    3870    < 12 years       Yes      No    17.999    No  
    3872    < 12 years       Yes      No    14.998    No  
    3877   12-15 years       Yes      No     5.799    No  
    3893    < 12 years        No      No   11.5425   Yes  
    3895    < 12 years        No      No    32.747    No  
    3898    < 12 years        No      No    51.291    No  
    3905    < 12 years        No      No    10.305   Yes  
    3910    < 12 years       Yes      No     6.136    No  
    3913   12-15 years       Yes      No     5.577    No  
    3915   12-15 years        No      No   19.9125   Yes  
    3918     16+ years        No      No    41.503    No  
    3923     16+ years        No      No     7.069    No  
    3924     16+ years        No      No     7.069    No  
    3926    < 12 years        No      No    31.666   Yes  
    3927   12-15 years        No      No     7.767    No  
    3930    < 12 years        No      No    44.873    No  
    3932     16+ years        No      No     1.498   Yes  
    3941   12-15 years        No      No    26.527    No  
    3948     16+ years        No      No    21.919   Yes  
    3965   12-15 years        No      No     1.843    No  
    3979   12-15 years        No     Yes       .75   Yes  
    3981     16+ years        No      No    47.543    No  
    3986    < 12 years        No      No    16.999    No  
    3988   12-15 years        No      No    47.943    No  
    3990   12-15 years        No      No    14.998    No  
    3994   12-15 years        No      No     4.145   Yes  
    3995   12-15 years        No      No    10.793    No  
    3998   12-15 years        No      No    26.497    No  
    3999   12-15 years        No      No    13.744    No  
    4001    < 12 years        No      No    43.001    No  
    4004    < 12 years        No      No    43.001    No  
    4006   12-15 years        No      No    49.248    No  
    4012   12-15 years        No      No     3.255    No  
    4015   12-15 years        No      No    24.999    No  
    4017    < 12 years        No      No    43.997    No  
    4021   12-15 years        No      No     8.041   Yes  
    4028   12-15 years        No      No    11.926    No  
    4030     16+ years        No      No    17.591    No  
    4037   12-15 years        No      No     18.42   Yes  
    4042   12-15 years        No      No    12.085   Yes  
    4045   12-15 years        No      No    9.7745   Yes  
    4053    < 12 years        No      No    16.252    No  
    4055   12-15 years        No      No     31.34    No  
    4058   12-15 years        No      No     31.34    No  
    4060    < 12 years        No      No    44.027    No  
    4063   12-15 years        No      No    43.581    No  
    4064   12-15 years        No      No      7.83    No  
    4072   12-15 years        No      No    10.872   Yes  
    4074   12-15 years        No      No   10.0725   Yes  
    4076   12-15 years        No      No     26.42    No  
    4086     16+ years        No      No    44.435    No  
    4097   12-15 years       Yes      No    21.038    No  
    4102     16+ years        No      No    14.935    No  
    4107   12-15 years        No      No     6.001    No  
    4109   12-15 years        No      No    29.982    No  
    4111     16+ years        No      No     34.79    No  
    4114     16+ years        No      No     34.79    No  
    4119    < 12 years        No      No     5.032    No  
    4122    < 12 years        No      No    46.762    No  
    4124   12-15 years        No      No     1.624    No  
    4126     16+ years        No      No     26.42    No  
    4129     16+ years        No      No    32.545    No  
    4130     16+ years        No      No    19.926    No  
    4132     16+ years        No      No    53.749    No  
    4136   12-15 years        No      No     2.998   Yes  
    4138     16+ years        No      No    18.157    No  
    4141    < 12 years        No      No    53.391    No  
    4143   12-15 years        No      No    26.667    No  
    4145   12-15 years        No      No        20   Yes  
    4147    < 12 years        No      No    54.226    No  
    4149    < 12 years        No      No     19.94    No  
    4152     16+ years        No      No      4.58   Yes  
    4156   12-15 years        No      No    15.162    No  
    4162   12-15 years        No      No    27.997    No  
    4165    < 12 years        No      No    18.338   Yes  
    4171   12-15 years        No      No    20.611    No  
    4175     16+ years        No      No    10.752    No  
    4187     16+ years        No      No    39.422    No  
    4191     16+ years        No      No    12.649    No  
    4199   12-15 years        No      No     5.569    No  
    4207   12-15 years        No      No     5.498   Yes  
    4209     16+ years        No      No    46.653    No  
    4211    < 12 years        No      No    48.895    No  
    4216   12-15 years        No      No     6.278    No  
    4219   12-15 years        No      No     6.278    No  
    4222    < 12 years        No      No     6.114    No  
    4225   12-15 years        No      No    62.752    No  
    4227   12-15 years        No      No    32.422    No  
    4229   12-15 years        No      No    48.463    No  
    4232    < 12 years        No      No    32.167    No  
    4235    < 12 years       Yes     Yes    22.497   Yes  
    4265   12-15 years        No      No    13.996    No  
    4268   12-15 years       Yes      No     7.001    No  
    4270   12-15 years        No      No    35.253    No  
    4274    < 12 years       Yes      No     6.653    No  
    4276    < 12 years       Yes      No     6.653    No  
    4278    < 12 years        No      No        12    No  
    4280    < 12 years        No     Yes   16.7285   Yes  
    4293   12-15 years        No      No     9.829    No  
    4295    < 12 years        No      No    43.001    No  
    4298    < 12 years        No      No    43.001    No  
    4302    < 12 years        No      No    54.067    No  
    4305    < 12 years        No      No    54.831    No  
    4307    < 12 years        No      No    42.004    No  
    4316     16+ years        No      No     9.372    No  
    4318    < 12 years        No      No    32.003    No  
    4320    < 12 years        No      No    38.001    No  
    4321   12-15 years        No      No     5.038    No  
    4323     16+ years        No      No     3.525   Yes  
    4325   12-15 years        No      No    20.463   Yes  
    4328   12-15 years        No      No    25.892    No  
    4335   12-15 years        No      No    49.629    No  
    4338    < 12 years        No      No    42.604    No  
    4340   12-15 years        No      No    33.309    No  
    4341   12-15 years        No      No     9.796    No  
    4342   12-15 years        No      No    21.131    No  
    4348    < 12 years        No      No    19.499   Yes  
    4350     16+ years        No      No    22.001    No  
    4353    < 12 years        No      No     4.003    No  
    4355    < 12 years        No      No     1.166   Yes  
    4356   12-15 years        No      No    36.082    No  
    4358     16+ years        No      No     8.753    No  
    4360   12-15 years        No      No     6.634   Yes  
    4365   12-15 years        No      No   13.2485   Yes  
    4367     16+ years        No      No    31.748    No  
    4368   12-15 years        No      No     3.551    No  
    4371   12-15 years        No      No    34.352    No  
    4373   12-15 years        No      No    52.498    No  
    4377   12-15 years        No      No     7.518    No  
    4380   12-15 years        No      No        36    No  
    4387     16+ years        No      No     7.001    No  
    4390     16+ years        No      No     7.001    No  
    4392   12-15 years        No      No    39.329    No  
    4394     16+ years        No      No     1.823    No  
    4397   12-15 years        No      No    30.415    No  
    4401    < 12 years        No      No     4.594    No  
    4404   12-15 years        No      No     4.594    No  
    4410   12-15 years        No      No    22.305    No  
    4415     16+ years        No      No    20.334   Yes  
    4419   12-15 years        No      No    20.334   Yes  
    4422   12-15 years        No      No    37.793    No  
    4429    < 12 years        No      No   25.8315   Yes  
    4432   12-15 years        No      No      22.5   Yes  
    4435     16+ years        No      No    42.623    No  
    4439     16+ years        No      No    32.813    No  
    4442     16+ years        No      No     8.819    No  
    4444     16+ years        No      No    46.456    No  
    4451     16+ years        No      No     2.267    No  
    4461     16+ years        No      No     1.336   Yes  
    4463   12-15 years       Yes      No    62.338    No  
    4469    < 12 years       Yes      No     36.75    No  
    4472    < 12 years       Yes      No     36.75    No  
    4474    < 12 years        No      No   19.9535   Yes  
    4476   12-15 years        No      No    24.431   Yes  
    4479    < 12 years        No      No    51.874    No  
    4481   12-15 years        No      No    10.919    No  
    4483     16+ years        No      No    34.338    No  
    4484   12-15 years        No      No    20.999   Yes  
    4492   12-15 years        No      No     9.914   Yes  
    4493    < 12 years        No      No    15.302    No  
    4502   12-15 years        No      No    62.084    No  
    4504   12-15 years        No      No     9.084   Yes  
    4507   12-15 years        No      No     24.58    No  
    4511    < 12 years        No      No    11.324    No  
    4516   12-15 years        No      No     6.497   Yes  
    4518   12-15 years        No      No     6.497   Yes  
    4520    < 12 years        No      No    32.337    No  
    4524   12-15 years        No      No     25.47    No  
    4526   12-15 years        No      No    29.771    No  
    4531   12-15 years        No      No    17.292    No  
    4538   12-15 years        No      No     20.03   Yes  
    4541   12-15 years        No      No     2.861    No  
    4545    < 12 years        No      No    5.5165   Yes  
    4553    < 12 years        No      No    4.6135   Yes  
    4554   12-15 years        No      No    10.166   Yes  
    4582   12-15 years        No      No    12.753    No  
    4584    < 12 years        No      No    47.009    No  
    4595    < 12 years        No      No    18.864    No  
    4598    < 12 years        No      No    38.732    No  
    4604   12-15 years        No      No    56.041    No  
    4606    < 12 years        No      No    41.388    No  
    4608   12-15 years        No      No    23.732   Yes  
    4611   12-15 years        No      No    8.9145   Yes  
    4618     16+ years        No      No    21.339    No  
    4621    < 12 years        No      No    27.817    No  
    4622   12-15 years        No      No    7.0825   Yes  
    4624    < 12 years        No      No    24.016    No  
    4626   12-15 years        No      No    41.128    No  
    4629   12-15 years        No      No    24.999    No  
    4631   12-15 years        No      No   17.6005   Yes  
    4653   12-15 years        No     Yes    6.3325   Yes  
    4655    < 12 years        No      No    35.803    No  
    4661    < 12 years        No      No    1.9165   Yes  
    4662   12-15 years        No      No     9.374    No  
    4670   12-15 years        No      No    53.155    No  
    4676   12-15 years        No      No    15.058    No  
    4678   12-15 years        No      No    15.058    No  
    4691   12-15 years        No      No     6.987    No  
    4699   12-15 years        No      No     4.016    No  
    4701     16+ years        No      No     41.12    No  
    4704    < 12 years        No      No    49.999    No  
    4706    < 12 years        No      No    38.571    No  
    4707     16+ years        No      No    22.401    No  
    4709    < 12 years       Yes     Yes   15.0005   Yes  
    4711     16+ years        No      No     2.505   Yes  
    4719     16+ years        No      No    28.074    No  
    4735   12-15 years        No      No     3.017    No  
    4738   12-15 years        No      No    45.733    No  
    4740    < 12 years        No      No    33.013    No  
    4742   12-15 years        No      No    23.578    No  
    4743   12-15 years        No      No    23.578    No  
    4745    < 12 years        No      No   21.6785   Yes  
    4749   12-15 years        No      No    13.969    No  
    4753    < 12 years        No      No    10.486   Yes  
    4759    < 12 years        No      No     5.667   Yes  
    4762    < 12 years        No      No    9.9135   Yes  
    4766     16+ years        No      No    5.2485   Yes  
    4779   12-15 years        No      No     4.835    No  
    4783    < 12 years        No      No     5.684    No  
    4785    < 12 years        No      No     62.33    No  
    4788   12-15 years        No      No    43.882    No  
    4792     16+ years        No      No     4.082   Yes  
    4795    < 12 years        No      No    50.502    No  
    4797    < 12 years       Yes      No    50.163    No  
    4807     16+ years        No      No    16.082   Yes  
    4812     16+ years        No      No     9.555    No  
    4818     16+ years        No      No     9.555    No  
    4819   12-15 years        No      No     4.704   Yes  
    4822   12-15 years        No      No    43.313    No  
    4826   12-15 years        No      No    25.722    No  
    4830    < 12 years        No      No    53.985    No  
    4837   12-15 years        No      No     4.668   Yes  
    4838   12-15 years        No      No     1.777    No  
    4839   12-15 years        No      No     1.511   Yes  
    4847   12-15 years        No      No    9.0105   Yes  
    4851   12-15 years        No      No    14.097    No  
    4858    < 12 years        No      No   19.8575   Yes  
    4863   12-15 years        No      No     7.997    No  
    4865   12-15 years        No      No    27.409    No  
    4869   12-15 years        No      No    39.362    No  
    4873     16+ years        No      No     16.78    No  
    4879   12-15 years        No      No    12.597    No  
    4880   12-15 years       Yes      No     9.591    No  
    4883   12-15 years        No      No    25.013    No  
    4888    < 12 years       Yes      No      34.1    No  
    4897    < 12 years       Yes      No    3.2085   Yes  
    4905   12-15 years       Yes      No     4.022   Yes  
    4907   12-15 years        No      No    10.001    No  
    4910    < 12 years        No      No    64.255    No  
    4911   12-15 years        No      No    23.619    No  
    4915    < 12 years        No      No    14.746    No  
    4916   12-15 years        No      No    14.746    No  
    4918   12-15 years       Yes      No   20.5205   Yes  
    4922   12-15 years       Yes      No      .734    No  
    4927   12-15 years       Yes      No     1.169    No  
    4934   12-15 years       Yes      No     3.173    No  
    4937   12-15 years        No      No    42.251    No  
    4944   12-15 years        No      No    19.576    No  
    4946    < 12 years        No      No    28.999    No  
    4948    < 12 years        No      No    27.477    No  
    4952   12-15 years        No      No    18.163    No  
    4956   12-15 years        No      No    11.455    No  
    4959   12-15 years        No      No   15.2885   Yes  
    4962   12-15 years        No      No     31.91    No  
    4967   12-15 years        No      No    1.4155   Yes  
    4969    < 12 years       Yes      No    61.498    No  
    4972    < 12 years       Yes      No    61.498    No  
    4973   12-15 years       Yes      No    7.6575   Yes  
    4974    < 12 years       Yes      No    25.309    No  
    4995   12-15 years        No      No    31.775    No  
    5001   12-15 years        No      No    7.4115   Yes  
    5004   12-15 years        No      No    19.173    No  
    5008    < 12 years        No      No     4.134   Yes  
    5015   12-15 years        No      No     3.253    No  
    5018   12-15 years       Yes      No    24.917    No  
    5020   12-15 years        No      No      .641    No  
    5024   12-15 years        No      No    8.0435   Yes  
    5028     16+ years        No      No    13.437    No  
    5030     16+ years        No      No    13.437    No  
    5032   12-15 years        No      No    13.699   Yes  
    5038     16+ years        No      No    20.654    No  
    5043   12-15 years        No      No    19.441    No  
    5046    < 12 years        No      No    25.999    No  
    5050    < 12 years        No      No     9.465   Yes  
    5051   12-15 years        No      No     8.468    No  
    5053   12-15 years        No      No    27.335    No  
    5056   12-15 years        No      No    40.805    No  
    5062   12-15 years        No      No     4.337   Yes  
    5064   12-15 years        No      No    21.665   Yes  
    5066    < 12 years        No      No    36.945    No  
    5069   12-15 years        No      No    36.945    No  
    5071    < 12 years        No      No     2.075    No  
    5072   12-15 years        No      No    18.795    No  
    5081   12-15 years        No      No    7.2495   Yes  
    5087   12-15 years        No      No    32.172    No  
    5090   12-15 years        No      No    24.726    No  
    5095     16+ years        No      No    13.974   Yes  
    5098   12-15 years        No      No    38.916    No  
    5104     16+ years        No      No    15.934    No  
    5107     16+ years        No      No    15.934    No  
    5109    < 12 years        No      No    11.165    No  
    5112   12-15 years        No      No        52    No  
    5114   12-15 years        No      No    54.595    No  
    5123   12-15 years        No      No     2.166   Yes  
    5127   12-15 years        No      No     5.084   Yes  
    5134   12-15 years        No      No    49.999    No  
    5137    < 12 years        No      No    38.494    No  
    5143   12-15 years        No      No     17.67    No  
    5154   12-15 years        No      No    21.066    No  
    5157    < 12 years       Yes      No    59.206    No  
    5159    < 12 years        No      No    34.609    No  
    5161    < 12 years        No      No    47.759    No  
    5166    < 12 years        No      No     6.248   Yes  
    5168   12-15 years        No      No     6.289    No  
    5178   12-15 years        No      No    40.695    No  
    5182    < 12 years        No      No   10.9155   Yes  
    5185   12-15 years        No      No    16.227    No  
    5189     16+ years        No      No     4.003    No  
    5191    < 12 years        No      No    54.845    No  
    5195     16+ years        No      No     1.665   Yes  
    5197   12-15 years        No      No     43.11    No  
    5200   12-15 years        No      No    38.212    No  
    5206    < 12 years        No      No    43.964    No  
    5208     16+ years        No      No   13.2485   Yes  
    5210     16+ years        No      No     9.128   Yes  
    5212   12-15 years        No      No    42.823    No  
    5218   12-15 years        No      No    20.843    No  
    5221   12-15 years        No      No     3.417   Yes  
    5226   12-15 years        No      No   29.0815   Yes  
    5233     16+ years        No      No      5.12    No  
    5237   12-15 years        No      No    14.795    No  
    5238   12-15 years        No      No    14.795    No  
    5242   12-15 years       Yes     Yes    3.1295   Yes  
    5245     16+ years        No      No    5.2215   Yes  
    5251   12-15 years        No      No    1.1635   Yes  
    5255   12-15 years        No      No    17.848    No  
    5260   12-15 years        No      No    16.096    No  
    5262   12-15 years        No      No    3.0005   Yes  
    5266   12-15 years        No      No    16.096    No  
    5268   12-15 years        No      No    30.335    No  
    5276    < 12 years        No      No      5.15    No  
    5285   12-15 years        No      No    15.751    No  
    5286     16+ years        No      No    17.511    No  
    5288   12-15 years        No      No        16    No  
    5291   12-15 years        No      No    56.903    No  
    5293   12-15 years        No      No    30.275    No  
    5300   12-15 years        No      No    37.317    No  
    5305   12-15 years        No      No         4   Yes  
    5310   12-15 years        No      No    14.771    No  
    5312   12-15 years        No      No    52.151    No  
    5317     16+ years        No      No     7.811    No  
    5319    < 12 years        No      No    5.4975   Yes  
    5322   12-15 years        No      No    18.001    No  
    5325   12-15 years        No      No    31.083    No  
    5329    < 12 years        No      No    47.233    No  
    5336    < 12 years        No      No    58.001    No  
    5337     16+ years        No      No     8.509    No  
    5340   12-15 years        No      No    44.244    No  
    5343    < 12 years        No      No     54.68    No  
    5346     16+ years        No      No    19.915   Yes  
    5349    < 12 years        No      No    6.0015   Yes  
    5359     16+ years        No      No    33.662    No  
    5380     16+ years        No      No     34.16    No  
    5387   12-15 years        No      No     6.297    No  
    5389     16+ years        No      No    15.165   Yes  
    5390     16+ years        No      No    25.916    No  
    5409   12-15 years        No      No     1.656    No  
    5411   12-15 years        No      No    12.879    No  
    5415   12-15 years        No      No    10.546    No  
    5417     16+ years        No      No    10.913    No  
    5420     16+ years        No      No    12.501   Yes  
    5424     16+ years        No      No    8.9995   Yes  
    5429   12-15 years        No      No    1.8645   Yes  
    5430     16+ years        No      No     13.73    No  
    5432     16+ years        No     Yes     8.643    No  
    5435   12-15 years        No      No   23.0855   Yes  
    5438   12-15 years        No      No    51.863    No  
    5441   12-15 years        No      No    51.863    No  
    5448    < 12 years       Yes      No    24.999    No  
    5450    < 12 years        No      No    42.998    No  
    5454     16+ years        No      No     3.072    No  
    5455   12-15 years        No      No    22.119    No  
    5458   12-15 years       Yes      No    43.625    No  
    5470    < 12 years       Yes      No     1.733    No  
    5472    < 12 years        No     Yes    15.354   Yes  
    5474    < 12 years       Yes      No   24.0465   Yes  
    5476    < 12 years       Yes      No    15.083   Yes  
    5478   12-15 years        No      No    18.064    No  
    5480   12-15 years        No      No    5.2125   Yes  
    5497   12-15 years        No      No     3.483    No  
    5505   12-15 years        No      No    52.164    No  
    5517    < 12 years        No      No     2.001   Yes  
    5519   12-15 years        No      No     2.637    No  
    5523    < 12 years        No      No    10.809    No  
    5531    < 12 years        No      No    40.416    No  
    5536   12-15 years        No      No    20.602    No  
    5546    < 12 years        No      No    32.695    No  
    5551   12-15 years        No      No     4.775    No  
    5554    < 12 years        No      No    46.538    No  
    5556   12-15 years        No      No   21.5825   Yes  
    5558   12-15 years        No      No   14.4145   Yes  
    5567   12-15 years        No      No     6.735    No  
    5569     16+ years        No      No    1.6645   Yes  
    5571   12-15 years        No      No     4.334   Yes  
    5574    < 12 years        No      No     3.003    No  
    5577    < 12 years        No      No    14.973    No  
    5580   12-15 years        No      No    26.623    No  
    5585     16+ years        No      No    50.568    No  
    5590     16+ years        No      No    15.406   Yes  
    5594   12-15 years        No      No    17.969    No  
    5596   12-15 years        No      No    6.7485   Yes  
    5600    < 12 years        No      No     2.976    No  
    5605   12-15 years        No      No      8.26   Yes  
    5607   12-15 years        No      No    21.999    No  
    5609    < 12 years        No      No    33.109    No  
    5611   12-15 years        No      No    24.413    No  
    5625     16+ years        No      No    40.071    No  
    5634   12-15 years        No      No    11.061    No  
    5636   12-15 years        No      No     1.955    No  
    5643     16+ years        No      No    12.099    No  
    5648     16+ years        No      No      8.92    No  
    5651   12-15 years        No      No    17.999    No  
    5653   12-15 years        No      No    41.588    No  
    5656   12-15 years        No      No     42.42    No  
    5666     16+ years        No      No    33.914    No  
    5679   12-15 years        No     Yes     6.653    No  
    5684   12-15 years        No      No    17.643    No  
    5687   12-15 years        No      No    17.643    No  
    5691   12-15 years        No      No    22.617    No  
    5693    < 12 years        No      No    7.1895   Yes  
    5702    < 12 years        No      No   19.2525   Yes  
    5704    < 12 years        No      No    3.0005   Yes  
    5707    < 12 years        No     Yes        36   Yes  
    5711   12-15 years       Yes      No     17.93    No  
    5718   12-15 years       Yes      No      .679    No  
    5723   12-15 years        No      No     2.776   Yes  
    5725    < 12 years        No      No    45.081    No  
    5728    < 12 years        No      No    45.081    No  
    5732    < 12 years        No      No     6.664   Yes  
    5735    < 12 years        No      No     6.385   Yes  
    5737    < 12 years       Yes      No    24.038    No  
    5741   12-15 years        No      No      6.59   Yes  
    5743     16+ years        No      No     3.014    No  
    5745     16+ years        No      No    63.376    No  
    5748     16+ years        No      No    63.335    No  
    5750   12-15 years        No      No    38.141    No  
    5752   12-15 years        No      No    10.486    No  
    5756    < 12 years        No      No    15.915   Yes  
    5758     16+ years        No      No    62.084    No  
    5762     16+ years        No      No    6.7845   Yes  
    5764   12-15 years        No      No    24.887   Yes  
    5766    < 12 years        No      No    22.523   Yes  
    5768    < 12 years        No      No    51.362    No  
    5771   12-15 years        No      No    61.678    No  
    5773    < 12 years        No      No   10.6285   Yes  
    5780    < 12 years        No      No    2.7485   Yes  
    5782    < 12 years        No      No    25.955   Yes  
    5784    < 12 years        No      No    4.0245   Yes  
    5787    < 12 years        No      No    22.418    No  
    5791   12-15 years        No      No      .846    No  
    5794   12-15 years        No      No      8.63    No  
    5797   12-15 years        No      No     8.843    No  
    5799    < 12 years        No      No    38.897    No  
    5802     16+ years        No      No    47.734    No  
    5805   12-15 years        No      No    34.987    No  
    5808    < 12 years        No      No    36.249    No  
    5812   12-15 years        No      No    15.132    No  
    5817    < 12 years        No      No     7.956    No  
    5820   12-15 years        No      No    29.971    No  
    5827   12-15 years        No      No    13.602    No  
    5828   12-15 years        No      No    13.684    No  
    5830   12-15 years        No      No    10.968    No  
    5832     16+ years        No      No    45.399    No  
    5834   12-15 years        No      No    15.877    No  
    5838   12-15 years        No      No      .646    No  
    5842   12-15 years        No      No     4.162    No  
    5847   12-15 years        No      No      7.45    No  
    5853    < 12 years        No      No    13.927    No  
    5856   12-15 years        No      No     1.309    No  
    5858   12-15 years        No      No    22.998    No  
    5862   12-15 years        No      No    14.601   Yes  
    5864    < 12 years        No      No    24.999    No  
    5865   12-15 years        No      No    25.279    No  
    5867    < 12 years        No      No    48.485    No  
    5869    < 12 years        No      No    49.248    No  
    5873   12-15 years        No      No    21.914    No  
    5884   12-15 years        No      No      .583   Yes  
    5889   12-15 years        No      No    9.5635   Yes  
    5890   12-15 years        No      No     2.423    No  
    5893   12-15 years        No      No         4    No  
    5894   12-15 years        No      No    14.773    No  
    5896   12-15 years        No      No    3.8985   Yes  
    5903    < 12 years        No      No     9.862    No  
    5906   12-15 years        No      No     9.862    No  
    5908    < 12 years        No      No    20.835    No  
    5914   12-15 years        No      No    16.901    No  
    5922   12-15 years        No      No     9.142    No  
    5931    < 12 years        No      No     6.795    No  
    5933    < 12 years        No      No    22.256    No  
    5936    < 12 years        No      No     9.936    No  
    5938   12-15 years        No      No    40.914    No  
    5940   12-15 years       Yes      No     2.185    No  
    5943    < 12 years       Yes      No    2.5545   Yes  
    5951   12-15 years        No      No    28.112    No  
    5953    < 12 years        No      No     8.049   Yes  
    5956   12-15 years        No      No     47.42    No  
    5957     16+ years        No      No      .761    No  
    5966     16+ years        No      No    46.642    No  
    5967   12-15 years        No      No    19.061    No  
    5969   12-15 years        No      No    3.7755   Yes  
    5971   12-15 years        No      No    17.689    No  
    5975     16+ years        No      No      10.7    No  
